DateTime,Users,In-Game
1/1/2019 0:00,16067952,4915125
1/2/2019 0:00,16124928,4838979
1/3/2019 0:00,15938390,4737719
1/4/2019 0:00,16473114,5088225
1/5/2019 0:00,17469182,5555946
1/6/2019 0:00,17258149,5339431
1/7/2019 0:00,15097281,4370055
1/8/2019 0:00,14979410,4289229
1/9/2019 0:00,14535801,4151915
1/10/2019 0:00,14325593,4110798
1/11/2019 0:00,15324609,4562003
1/12/2019 0:00,17187651,5395152
1/13/2019 0:00,17487415,5386556
1/14/2019 0:00,14762454,4184954
1/15/2019 0:00,14742039,4161621
1/16/2019 0:00,14776153,4130510
1/17/2019 0:00,14764840,4164142
1/18/2019 0:00,15393476,4493658
1/19/2019 0:00,17096523,5264010
1/20/2019 0:00,17437820,5307278
1/21/2019 0:00,15488530,4218341
1/22/2019 0:00,14847653,4141557
1/23/2019 0:00,15010747,4203240
1/24/2019 0:00,14864154,4107577
1/25/2019 0:00,15475471,4419933
1/26/2019 0:00,17207751,5259396
1/27/2019 0:00,17532448,5307336
1/28/2019 0:00,14998527,4174274
1/29/2019 0:00,14829931,4053959
1/30/2019 0:00,15187417,4224942
1/31/2019 0:00,15059077,4172959
2/1/2019 0:00,15424383,4377674
2/2/2019 0:00,16853645,5067583
2/3/2019 0:00,17077277,5138549
2/4/2019 0:00,14940058,3946270
2/5/2019 0:00,14808986,3899820
2/6/2019 0:00,14885692,3997976
2/7/2019 0:00,14814618,4027648
2/8/2019 0:00,15303154,4369933
2/9/2019 0:00,17128316,5155198
2/10/2019 0:00,17615173,5339890
2/11/2019 0:00,15000182,4260104
2/12/2019 0:00,14923380,4264569
2/13/2019 0:00,14844447,4198277
2/14/2019 0:00,14342494,4004771
2/15/2019 0:00,15289810,4462987
2/16/2019 0:00,16734374,5108990
2/17/2019 0:00,16997412,5142724
2/18/2019 0:00,15119282,
2/19/2019 0:00,14662568,
2/20/2019 0:00,14526285,2895211
2/21/2019 0:00,14401197,4108224
2/22/2019 0:00,15133751,4371942
2/23/2019 0:00,16716924,4984037
2/24/2019 0:00,16863976,5024046
2/25/2019 0:00,14296089,4009026
2/26/2019 0:00,14184269,3975871
2/27/2019 0:00,14278701,3868439
2/28/2019 0:00,14241756,3775705
3/1/2019 0:00,15138782,4349957
3/2/2019 0:00,16940967,5167849
3/3/2019 0:00,16867529,4987872
3/4/2019 0:00,14622413,4142735
3/5/2019 0:00,14510773,4131932
3/6/2019 0:00,14296723,4076587
3/7/2019 0:00,14307761,4096301
3/8/2019 0:00,15136550,4593102
3/9/2019 0:00,17084935,5427382
3/10/2019 0:00,17283096,5319220
3/11/2019 0:00,14372892,4121811
3/12/2019 0:00,14337751,4059401
3/13/2019 0:00,14241714,4067630
3/14/2019 0:00,14173812,4088947
3/15/2019 0:00,15119277,4570541
3/16/2019 0:00,17210439,5378405
3/17/2019 0:00,17153725,5215561
3/18/2019 0:00,14260181,4043782
3/19/2019 0:00,14222177,4055217
3/20/2019 0:00,14320671,3978348
3/21/2019 0:00,14262992,4021245
3/22/2019 0:00,15105139,4449594
3/23/2019 0:00,16844669,5225781
3/24/2019 0:00,17134921,5207114
3/25/2019 0:00,14492188,4115940
3/26/2019 0:00,14442461,4084587
3/27/2019 0:00,14493542,4101168
3/28/2019 0:00,14460769,4144249
3/29/2019 0:00,15177476,4501423
3/30/2019 0:00,16809747,5202934
3/31/2019 0:00,17122817,5204747
4/1/2019 0:00,14819252,4214449
4/2/2019 0:00,14585131,4059242
4/3/2019 0:00,14855335,4264261
4/4/2019 0:00,15029969,4398368
4/5/2019 0:00,15346490,4576061
4/6/2019 0:00,16585877,5100317
4/7/2019 0:00,17012794,5137617
4/8/2019 0:00,14870593,4243263
4/9/2019 0:00,14874894,4245062
4/10/2019 0:00,14754229,4188535
4/11/2019 0:00,14669725,4240822
4/12/2019 0:00,15418887,4630265
4/13/2019 0:00,16885742,5266796
4/14/2019 0:00,17125670,5223512
4/15/2019 0:00,14881731,4239179
4/16/2019 0:00,14818702,4176133
4/17/2019 0:00,14713595,4061683
4/18/2019 0:00,14653162,4141056
4/19/2019 0:00,15729483,4716398
4/20/2019 0:00,16108359,4911695
4/21/2019 0:00,15861978,4699669
4/22/2019 0:00,15473248,4439819
4/23/2019 0:00,14706956,4072672
4/24/2019 0:00,14402297,3915972
4/25/2019 0:00,14385939,3960530
4/26/2019 0:00,14943955,4267624
4/27/2019 0:00,16218156,4751265
4/28/2019 0:00,16684855,4926066
4/29/2019 0:00,14568916,3981336
4/30/2019 0:00,14897049,4228487
5/1/2019 0:00,15924481,4631688
5/2/2019 0:00,14697205,4196776
5/3/2019 0:00,15221032,4495495
5/4/2019 0:00,16393988,4943415
5/5/2019 0:00,16960333,5074638
5/6/2019 0:00,14853932,4150679
5/7/2019 0:00,14577700,4079960
5/8/2019 0:00,15015000,4338663
5/9/2019 0:00,14742417,4196780
5/10/2019 0:00,15373738,4507155
5/11/2019 0:00,16920996,5185843
5/12/2019 0:00,16978564,5060486
5/13/2019 0:00,14597507,4011072
5/14/2019 0:00,14622297,4052841
5/15/2019 0:00,14507167,4056104
5/16/2019 0:00,14245647,4039510
5/17/2019 0:00,14911356,4377059
5/18/2019 0:00,16459757,4992983
5/19/2019 0:00,16803252,5001676
5/20/2019 0:00,14560755,3984997
5/21/2019 0:00,14448750,4029346
5/22/2019 0:00,14650008,4030156
5/23/2019 0:00,14512962,4097585
5/24/2019 0:00,15024006,4434065
5/25/2019 0:00,16457738,5165144
5/26/2019 0:00,16667050,5182033
5/27/2019 0:00,15296020,4672524
5/28/2019 0:00,14785858,4414941
5/29/2019 0:00,14713340,4193601
5/30/2019 0:00,15289033,4444020
5/31/2019 0:00,15291794,4509498
6/1/2019 0:00,16110983,4873636
6/2/2019 0:00,16387381,4851811
6/3/2019 0:00,14601273,4107024
6/4/2019 0:00,14464902,4061996
6/5/2019 0:00,14576409,4096913
6/6/2019 0:00,14795867,4236346
6/7/2019 0:00,15008799,4346158
6/8/2019 0:00,16120389,4867779
6/9/2019 0:00,16356348,4853658
6/10/2019 0:00,15649221,4444323
6/11/2019 0:00,15015793,4247782
6/12/2019 0:00,14759428,4256713
6/13/2019 0:00,14537139,4219109
6/14/2019 0:00,14796149,4457269
6/15/2019 0:00,15829335,4958058
6/16/2019 0:00,16156910,4986386
6/17/2019 0:00,14660867,4263564
6/18/2019 0:00,14519264,4198489
6/19/2019 0:00,14603913,4217778
6/20/2019 0:00,15034264,4404379
6/21/2019 0:00,15187624,4579038
6/22/2019 0:00,16030082,4991958
6/23/2019 0:00,16318648,5020392
6/24/2019 0:00,14843762,4315824
6/25/2019 0:00,14835336,4282165
6/26/2019 0:00,15343852,4465716
6/27/2019 0:00,15229267,4484686
6/28/2019 0:00,15499898,4717399
6/29/2019 0:00,16201622,5115578
6/30/2019 0:00,16492721,5115064
7/1/2019 0:00,15383713,4594180
7/2/2019 0:00,15370348,4638463
7/3/2019 0:00,15292196,4591540
7/4/2019 0:00,15321697,4612873
7/5/2019 0:00,15446067,4771613
7/6/2019 0:00,16164556,5070850
7/7/2019 0:00,16531494,5241697
7/8/2019 0:00,15328609,4646820
7/9/2019 0:00,15317249,4610620
7/10/2019 0:00,14968554,4524405
7/11/2019 0:00,14766637,4470542
7/12/2019 0:00,14981866,4596386
7/13/2019 0:00,15680796,4916835
7/14/2019 0:00,16046689,5021674
7/15/2019 0:00,14859784,4397638
7/16/2019 0:00,14725575,4336930
7/17/2019 0:00,14326050,4247279
7/18/2019 0:00,14378885,4217806
7/19/2019 0:00,14662218,4359413
7/20/2019 0:00,15332112,4722979
7/21/2019 0:00,15674313,4794537
7/22/2019 0:00,14605410,4248521
7/23/2019 0:00,14519154,4259603
7/24/2019 0:00,14537105,4276349
7/25/2019 0:00,14461667,4292970
7/26/2019 0:00,14639117,4452858
7/27/2019 0:00,15336332,4776796
7/28/2019 0:00,15770222,4851691
7/29/2019 0:00,14746368,4350198
7/30/2019 0:00,14775750,4366667
7/31/2019 0:00,14716970,4303227
8/1/2019 0:00,14634838,4267191
8/2/2019 0:00,14784610,4460758
8/3/2019 0:00,15434279,4756579
8/4/2019 0:00,15765137,4829167
8/5/2019 0:00,14716065,4326171
8/6/2019 0:00,14714391,4300794
8/7/2019 0:00,14304685,4186968
8/8/2019 0:00,14419509,4252675
8/9/2019 0:00,14738366,4431721
8/10/2019 0:00,15488063,4809155
8/11/2019 0:00,15729947,4861924
8/12/2019 0:00,14739774,4355189
8/13/2019 0:00,14627716,4341302
8/14/2019 0:00,14483540,4356635
8/15/2019 0:00,14483507,4301722
8/16/2019 0:00,14598189,4427118
8/17/2019 0:00,15418339,4791494
8/18/2019 0:00,15852877,4923539
8/19/2019 0:00,14648965,4303990
8/20/2019 0:00,14580838,4233802
8/21/2019 0:00,14493751,4206216
8/22/2019 0:00,14392967,4152056
8/23/2019 0:00,14646667,4278659
8/24/2019 0:00,15570955,4761584
8/25/2019 0:00,15991266,4897141
8/26/2019 0:00,14851054,4330747
8/27/2019 0:00,14602673,4191667
8/28/2019 0:00,14546758,4125634
8/29/2019 0:00,14545309,4110479
8/30/2019 0:00,14982946,4335598
8/31/2019 0:00,15879182,4697707
9/1/2019 0:00,16095924,4731993
9/2/2019 0:00,14826260,4158538
9/3/2019 0:00,14220687,3898503
9/4/2019 0:00,14152771,3872362
9/5/2019 0:00,14057677,3800426
9/6/2019 0:00,14649866,4188365
9/7/2019 0:00,16276440,4856290
9/8/2019 0:00,16436372,4829841
9/9/2019 0:00,14276248,3907668
9/10/2019 0:00,14127637,3862137
9/11/2019 0:00,14184593,3845257
9/12/2019 0:00,14169294,4013979
9/13/2019 0:00,14266945,4153988
9/14/2019 0:00,15746972,4665079
9/15/2019 0:00,16217090,4742133
9/16/2019 0:00,13982082,3804451
9/17/2019 0:00,13777036,3794881
9/18/2019 0:00,13942365,3809181
9/19/2019 0:00,13892205,3787700
9/20/2019 0:00,14559736,4228142
9/21/2019 0:00,16197610,4815441
9/22/2019 0:00,16475314,4747224
9/23/2019 0:00,14026320,3795868
9/24/2019 0:00,13974943,3786183
9/25/2019 0:00,13862848,3745847
9/26/2019 0:00,13939438,3762897
9/27/2019 0:00,14549373,4135874
9/28/2019 0:00,16050082,4661433
9/29/2019 0:00,16543926,4832909
9/30/2019 0:00,14438222,3937633
10/1/2019 0:00,14279343,3817856
10/2/2019 0:00,14443649,3960694
10/3/2019 0:00,14349236,4039549
10/4/2019 0:00,14622487,4223854
10/5/2019 0:00,16092849,4857896
10/6/2019 0:00,16828846,5065579
10/7/2019 0:00,14046486,3851261
10/8/2019 0:00,14114969,3867172
10/9/2019 0:00,14186944,3908823
10/10/2019 0:00,13872900,3817488
10/11/2019 0:00,14479165,4161006
10/12/2019 0:00,16284096,4950281
10/13/2019 0:00,16500474,4881470
10/14/2019 0:00,14356751,3936842
10/15/2019 0:00,13983794,3660916
10/16/2019 0:00,13961716,3686587
10/17/2019 0:00,13823282,3707809
10/18/2019 0:00,14660918,4120634
10/19/2019 0:00,16350886,4798173
10/20/2019 0:00,16584078,4779901
10/21/2019 0:00,14168384,3811567
10/22/2019 0:00,14083985,3745705
10/23/2019 0:00,14266386,3838980
10/24/2019 0:00,14181248,3815291
10/25/2019 0:00,14898643,4179943
10/26/2019 0:00,16240785,4685074
10/27/2019 0:00,16372895,4630528
10/28/2019 0:00,14360403,3904506
10/29/2019 0:00,14241108,3706900
10/30/2019 0:00,14144052,3774584
10/31/2019 0:00,14191772,3892561
11/1/2019 0:00,15220148,4468865
11/2/2019 0:00,16498502,4877840
11/3/2019 0:00,16571017,4813322
11/4/2019 0:00,14071585,3979202
11/5/2019 0:00,13713278,3775487
11/6/2019 0:00,13753283,3730948
11/7/2019 0:00,13470414,3704207
11/8/2019 0:00,14314924,4211432
11/9/2019 0:00,16367266,5035035
11/10/2019 0:00,16474830,4563534
11/11/2019 0:00,14292825,3999435
11/12/2019 0:00,13711497,3796421
11/13/2019 0:00,13765837,3718036
11/14/2019 0:00,13558993,3668965
11/15/2019 0:00,14301433,4151676
11/16/2019 0:00,16185850,4882973
11/17/2019 0:00,16402824,4815992
11/18/2019 0:00,13714821,3817445
11/19/2019 0:00,13734375,3769762
11/20/2019 0:00,13960816,3790852
11/21/2019 0:00,13764649,3762368
11/22/2019 0:00,14428853,4084078
11/23/2019 0:00,16439220,5034054
11/24/2019 0:00,16569597,4897152
11/25/2019 0:00,13864550,3849246
11/26/2019 0:00,13801819,3747496
11/27/2019 0:00,14389346,4023032
11/28/2019 0:00,14438760,4047470
11/29/2019 0:00,15281879,4546497
11/30/2019 0:00,16974394,5252907
12/1/2019 0:00,17155417,5209955
12/2/2019 0:00,14527289,4089236
12/3/2019 0:00,14512255,4025364
12/4/2019 0:00,14520091,4091303
12/5/2019 0:00,14429683,4042126
12/6/2019 0:00,15153917,4573164
12/7/2019 0:00,16913469,5253194
12/8/2019 0:00,17125075,5152451
12/9/2019 0:00,14333935,4005103
12/10/2019 0:00,14332505,3925699
12/11/2019 0:00,14462142,4069336
12/12/2019 0:00,14157477,3913620
12/13/2019 0:00,15009438,4414083
12/14/2019 0:00,16971105,5224126
12/15/2019 0:00,17062715,5163103
12/16/2019 0:00,14512162,4043452
12/17/2019 0:00,14186186,3996723
12/18/2019 0:00,14511313,4113699
12/19/2019 0:00,14544525,4140549
12/20/2019 0:00,16018493,4904190
12/21/2019 0:00,17321493,5302348
12/22/2019 0:00,17490117,5395060
12/23/2019 0:00,16456480,4911175
12/24/2019 0:00,16152721,4865991
12/25/2019 0:00,15796538,4804296
12/26/2019 0:00,16320978,5053623
12/27/2019 0:00,17015702,5354137
12/28/2019 0:00,17577366,5666621
12/29/2019 0:00,17600742,5641295
12/30/2019 0:00,16776059,5213571
12/31/2019 0:00,17013516,5189395
1/1/2020 0:00,16861928,5203703
1/2/2020 0:00,17065226,5184720
1/3/2020 0:00,17324237,5448528
1/4/2020 0:00,17955645,5729658
1/5/2020 0:00,17836965,5553204
1/6/2020 0:00,16242436,4768819
1/7/2020 0:00,15538141,4489575
1/8/2020 0:00,15651517,4501156
1/9/2020 0:00,15344289,4379521
1/10/2020 0:00,16057358,4778763
1/11/2020 0:00,17800827,5577245
1/12/2020 0:00,18082679,5635138
1/13/2020 0:00,15151107,4240618
1/14/2020 0:00,15119149,4256120
1/15/2020 0:00,15090511,4245247
1/16/2020 0:00,14874444,4143800
1/17/2020 0:00,15466583,4499504
1/18/2020 0:00,17151545,5226609
1/19/2020 0:00,17681617,5395622
1/20/2020 0:00,15698995,4427709
1/21/2020 0:00,14811064,4199976
1/22/2020 0:00,15139858,4293973
1/23/2020 0:00,15009960,4257682
1/24/2020 0:00,15758746,4477416
1/25/2020 0:00,17357562,5333481
1/26/2020 0:00,18334908,5742563
1/27/2020 0:00,15856133,4659271
1/28/2020 0:00,15852949,4648905
1/29/2020 0:00,16082136,4783442
1/30/2020 0:00,15515407,4624876
1/31/2020 0:00,16513838,4996661
2/1/2020 0:00,18229426,5744660
2/2/2020 0:00,18801944,5956968
2/3/2020 0:00,15998574,4735403
2/4/2020 0:00,16119628,4715687
2/5/2020 0:00,16146300,4717687
2/6/2020 0:00,16073265,4764300
2/7/2020 0:00,16653522,5078430
2/8/2020 0:00,18476163,5868518
2/9/2020 0:00,19107803,6079346
2/10/2020 0:00,16379689,4864125
2/11/2020 0:00,16172538,4766942
2/12/2020 0:00,16311768,4795018
2/13/2020 0:00,15846983,4766286
2/14/2020 0:00,16274227,4954127
2/15/2020 0:00,18195332,5818960
2/16/2020 0:00,18784637,6006438
2/17/2020 0:00,16383808,4891700
2/18/2020 0:00,16121544,4750502
2/19/2020 0:00,16238997,4846427
2/20/2020 0:00,16241883,4787693
2/21/2020 0:00,16794019,5108887
2/22/2020 0:00,18346544,5770588
2/23/2020 0:00,18897883,5913126
2/24/2020 0:00,16801894,4974675
2/25/2020 0:00,16351439,4709505
2/26/2020 0:00,16449059,4744667
2/27/2020 0:00,16313389,4678411
2/28/2020 0:00,16957670,5107474
2/29/2020 0:00,18892097,5916547
3/1/2020 0:00,19238796,5975759
3/2/2020 0:00,16311251,4719244
3/3/2020 0:00,16298749,4675612
3/4/2020 0:00,16280554,4713766
3/5/2020 0:00,16106355,4670589
3/6/2020 0:00,16812399,5093298
3/7/2020 0:00,18740309,5895577
3/8/2020 0:00,19071497,5943472
3/9/2020 0:00,16701686,4875102
3/10/2020 0:00,16481311,4587442
3/11/2020 0:00,16742145,4749839
3/12/2020 0:00,16814366,4888209
3/13/2020 0:00,17804957,5362265
3/14/2020 0:00,19728294,6267991
3/15/2020 0:00,20313451,6395544
3/16/2020 0:00,19059854,5487638
3/17/2020 0:00,19749321,5628454
3/18/2020 0:00,20200769,5705771
3/19/2020 0:00,20676191,5831719
3/20/2020 0:00,21359817,6233758
3/21/2020 0:00,22379088,7023517
3/22/2020 0:00,22678529,7095128
3/23/2020 0:00,22218401,6161410
3/24/2020 0:00,22303418,6168326
3/25/2020 0:00,22326770,6146844
3/26/2020 0:00,22537692,6185454
3/27/2020 0:00,22391174,6362929
3/28/2020 0:00,22668547,6973848
3/29/2020 0:00,23434674,7248887
3/30/2020 0:00,23571959,6522751
3/31/2020 0:00,23635201,6564922
4/1/2020 0:00,23822540,6742396
4/2/2020 0:00,23836136,6684268
4/3/2020 0:00,24156193,7099461
4/4/2020 0:00,24535923,8171592
4/5/2020 0:00,23950718,7484357
4/6/2020 0:00,23500878,6640041
4/7/2020 0:00,23528451,6456119
4/8/2020 0:00,23287059,6436290
4/9/2020 0:00,23356608,6551717
4/10/2020 0:00,23733428,7088284
4/11/2020 0:00,23762792,7386720
4/12/2020 0:00,23653965,7294790
4/13/2020 0:00,24385319,7095876
4/14/2020 0:00,24038614,6547252
4/15/2020 0:00,23553455,6307467
4/16/2020 0:00,23154456,6282696
4/17/2020 0:00,23578913,6623460
4/18/2020 0:00,23549552,7236257
4/19/2020 0:00,23486390,7114871
4/20/2020 0:00,23472659,6273947
4/21/2020 0:00,23351839,6176044
4/22/2020 0:00,23256741,6169236
4/23/2020 0:00,23205080,6167214
4/24/2020 0:00,23666457,6567607
4/25/2020 0:00,23190930,6909976
4/26/2020 0:00,23315861,6935435
4/27/2020 0:00,23299170,6085159
4/28/2020 0:00,23575838,6145062
4/29/2020 0:00,23176198,6110546
4/30/2020 0:00,23388261,6271415
5/1/2020 0:00,23515387,6789794
5/2/2020 0:00,22938880,6832629
5/3/2020 0:00,23195518,6862591
5/4/2020 0:00,23190847,6098599
5/5/2020 0:00,23022032,5956324
5/6/2020 0:00,22735477,5831991
5/7/2020 0:00,22550368,5770705
5/8/2020 0:00,22555587,6071742
5/9/2020 0:00,22244391,6518556
5/10/2020 0:00,22408211,6549790
5/11/2020 0:00,22634316,5889098
5/12/2020 0:00,22565027,5749316
5/13/2020 0:00,22343861,5718905
5/14/2020 0:00,22245192,5708156
5/15/2020 0:00,22209434,5828379
5/16/2020 0:00,22022944,6262992
5/17/2020 0:00,22058462,6428343
5/18/2020 0:00,22097865,5737533
5/19/2020 0:00,22167798,5707198
5/20/2020 0:00,21819450,5605330
5/21/2020 0:00,21988293,5784362
5/22/2020 0:00,22218734,6076148
5/23/2020 0:00,22176005,6556052
5/24/2020 0:00,22174369,6520594
5/25/2020 0:00,21848531,5933338
5/26/2020 0:00,21998343,5708736
5/27/2020 0:00,21640576,5518109
5/28/2020 0:00,21710107,5629767
5/29/2020 0:00,21789832,5850707
5/30/2020 0:00,21414286,6183617
5/31/2020 0:00,21439721,6115518
6/1/2020 0:00,21634761,5686523
6/2/2020 0:00,20778496,5233738
6/3/2020 0:00,20758300,5209053
6/4/2020 0:00,20940855,5283804
6/5/2020 0:00,21367788,5637251
6/6/2020 0:00,20832686,5962898
6/7/2020 0:00,20929285,5930476
6/8/2020 0:00,20722048,5253278
6/9/2020 0:00,20633794,5209787
6/10/2020 0:00,20391841,5228384
6/11/2020 0:00,20378618,5325146
6/12/2020 0:00,20418635,5446077
6/13/2020 0:00,20187324,5767654
6/14/2020 0:00,20601736,5867592
6/15/2020 0:00,20324234,5219736
6/16/2020 0:00,20328978,5080013
6/17/2020 0:00,20385298,4952759
6/18/2020 0:00,20237059,5016687
6/19/2020 0:00,20405602,5273661
6/20/2020 0:00,20390918,5735510
6/21/2020 0:00,20494759,5807700
6/22/2020 0:00,20360528,5232135
6/23/2020 0:00,20064649,5098371
6/24/2020 0:00,20201973,5286899
6/25/2020 0:00,20134793,5154394
6/26/2020 0:00,20710386,5457480
6/27/2020 0:00,20505822,5826898
6/28/2020 0:00,20679106,6098710
6/29/2020 0:00,20998243,5644302
6/30/2020 0:00,20869160,5488712
7/1/2020 0:00,20679641,5554736
7/2/2020 0:00,20651180,5537893
7/3/2020 0:00,20823541,5831547
7/4/2020 0:00,20551890,5973242
7/5/2020 0:00,20846287,6124183
7/6/2020 0:00,20604502,5567223
7/7/2020 0:00,20640209,5580518
7/8/2020 0:00,20651129,5574486
7/9/2020 0:00,20512767,5527521
7/10/2020 0:00,20003047,5642793
7/11/2020 0:00,20096407,5912407
7/12/2020 0:00,20107334,5865722
7/13/2020 0:00,19946212,5362884
7/14/2020 0:00,20085295,5303625
7/15/2020 0:00,19805183,5308641
7/16/2020 0:00,19297112,5229802
7/17/2020 0:00,19414535,5351867
7/18/2020 0:00,19267659,5615582
7/19/2020 0:00,19608831,5656520
7/20/2020 0:00,19335030,5147391
7/21/2020 0:00,19283030,5117593
7/22/2020 0:00,19456500,5190422
7/23/2020 0:00,19283879,5093007
7/24/2020 0:00,19412618,5225727
7/25/2020 0:00,19199487,5547469
7/26/2020 0:00,19645539,5664158
7/27/2020 0:00,19339920,5110954
7/28/2020 0:00,19283654,5059273
7/29/2020 0:00,19044095,5025858
7/30/2020 0:00,19020489,5040656
7/31/2020 0:00,18938054,5098284
8/1/2020 0:00,18994373,5398360
8/2/2020 0:00,19541066,5566810
8/3/2020 0:00,19458062,5151648
8/4/2020 0:00,19650004,5248437
8/5/2020 0:00,19308738,5014762
8/6/2020 0:00,19361847,5033075
8/7/2020 0:00,19411452,5180352
8/8/2020 0:00,19212662,5430611
8/9/2020 0:00,19646841,5548092
8/10/2020 0:00,19659149,5185239
8/11/2020 0:00,19654345,5141484
8/12/2020 0:00,19549026,5198542
8/13/2020 0:00,19541781,5219803
8/14/2020 0:00,19588307,5316651
8/15/2020 0:00,19410400,5610881
8/16/2020 0:00,19887276,5686870
8/17/2020 0:00,19861333,5229676
8/18/2020 0:00,19921982,5202381
8/19/2020 0:00,20124692,5225430
8/20/2020 0:00,20005722,5205072
8/21/2020 0:00,20153417,5372443
8/22/2020 0:00,20157937,5764304
8/23/2020 0:00,20573932,5885355
8/24/2020 0:00,20477180,5286171
8/25/2020 0:00,20482008,5259477
8/26/2020 0:00,20669434,5380352
8/27/2020 0:00,20648650,5288851
8/28/2020 0:00,20873904,5521109
8/29/2020 0:00,20648565,5883654
8/30/2020 0:00,20554231,5912438
8/31/2020 0:00,20626236,5347250
9/1/2020 0:00,20448526,5154885
9/2/2020 0:00,20447348,5145879
9/3/2020 0:00,20294409,5060058
9/4/2020 0:00,20641086,5421908
9/5/2020 0:00,21029949,5932025
9/6/2020 0:00,21285565,5976575
9/7/2020 0:00,20448251,5347871
9/8/2020 0:00,20825585,5149182
9/9/2020 0:00,20660084,5125658
9/10/2020 0:00,20411183,5090051
9/11/2020 0:00,20882976,5514805
9/12/2020 0:00,21007642,6048767
9/13/2020 0:00,21111615,5988075
9/14/2020 0:00,20575459,5143420
9/15/2020 0:00,20513366,5017578
9/16/2020 0:00,20585157,4991487
9/17/2020 0:00,20755390,5080731
9/18/2020 0:00,21255139,5448884
9/19/2020 0:00,21402247,6017380
9/20/2020 0:00,21449219,6014013
9/21/2020 0:00,20992159,5066121
9/22/2020 0:00,21007341,5020979
9/23/2020 0:00,21147701,5074318
9/24/2020 0:00,21028484,5027075
9/25/2020 0:00,21794949,5527356
9/26/2020 0:00,21750655,5995921
9/27/2020 0:00,21973839,6086375
9/28/2020 0:00,21374870,5091462
9/29/2020 0:00,21538764,5068813
9/30/2020 0:00,21637362,5138307
10/1/2020 0:00,21362935,5006854
10/2/2020 0:00,21718377,5369494
10/3/2020 0:00,21875795,5874517
10/4/2020 0:00,22321254,5987475
10/5/2020 0:00,21722841,5069338
10/6/2020 0:00,21748690,5001227
10/7/2020 0:00,21922218,5148550
10/8/2020 0:00,21523320,5098312
10/9/2020 0:00,21795165,5344046
10/10/2020 0:00,22254611,6096196
10/11/2020 0:00,22497651,6039119
10/12/2020 0:00,21595617,5238913
10/13/2020 0:00,21928908,5084239
10/14/2020 0:00,21485533,4980071
10/15/2020 0:00,21000223,4872658
10/16/2020 0:00,21714983,5448494
10/17/2020 0:00,22020884,6032776
10/18/2020 0:00,22159555,5999833
10/19/2020 0:00,21563449,4998246
10/20/2020 0:00,21246099,4920200
10/21/2020 0:00,21610583,5048170
10/22/2020 0:00,21576415,5103252
10/23/2020 0:00,22114708,5503337
10/24/2020 0:00,22012912,6055994
10/25/2020 0:00,21955183,5957151
10/26/2020 0:00,21694693,5105788
10/27/2020 0:00,21721307,5089881
10/28/2020 0:00,21714679,5126083
10/29/2020 0:00,21699024,5102283
10/30/2020 0:00,23069465,5704038
10/31/2020 0:00,23194519,6244411
11/1/2020 0:00,23213197,6347224
11/2/2020 0:00,22249884,5335563
11/3/2020 0:00,21990950,5250812
11/4/2020 0:00,22372288,5200629
11/5/2020 0:00,22212210,5201180
11/6/2020 0:00,22795039,5631979
11/7/2020 0:00,23376479,6314868
11/8/2020 0:00,23337495,6281656
11/9/2020 0:00,22327665,5173183
11/10/2020 0:00,22528093,5275877
11/11/2020 0:00,21972443,5263971
11/12/2020 0:00,21534695,5100059
11/13/2020 0:00,22136117,5515509
11/14/2020 0:00,22631357,6247438
11/15/2020 0:00,22823699,6230366
11/16/2020 0:00,21828793,5100461
11/17/2020 0:00,21887650,5152286
11/18/2020 0:00,22035296,5146123
11/19/2020 0:00,22024656,5137723
11/20/2020 0:00,22596011,5664792
11/21/2020 0:00,23106822,6321913
11/22/2020 0:00,23195287,6303918
11/23/2020 0:00,22075905,5167211
11/24/2020 0:00,22053828,5114522
11/25/2020 0:00,21917647,5100748
11/26/2020 0:00,22214139,5360407
11/27/2020 0:00,22991526,5891483
11/28/2020 0:00,23840741,6738766
11/29/2020 0:00,23934501,6634687
11/30/2020 0:00,23119086,5597486
12/1/2020 0:00,23603118,5512342
12/2/2020 0:00,23631859,5515502
